,capacity_mw,area_sq_km,latitude,longitude
328,67021.64962602002,2094.42655086,37.0,-119.0
329,271672.10484259995,8489.753276489999,37.0,-120.0
330,266845.05224,8338.907882340001,37.0,-121.0
331,130290.83255787997,4071.588517561,37.0,-122.0
332,28723.341358960002,897.6044175150003,37.0,-76.0
333,197671.3103057,6177.228446700001,37.0,-77.0
334,276068.12192909996,8627.128809619997,37.0,-78.0
335,285641.681262,8926.302539020002,37.0,-79.0
336,267921.59616330004,8372.549879709999,37.0,-80.0
337,214156.468319997,6692.389635128,37.0,-81.0
338,253484.12982718003,7921.379056646,37.0,-82.0
339,235312.51039639997,7353.5159493480005,37.0,-83.0
340,162413.3099694,5075.415936367,37.0,-84.0
341,265620.24301386,8300.632593675997,37.0,-85.0
342,291610.60493000003,9112.831404069999,37.0,-86.0
343,281320.94420699996,8791.279506289997,37.0,-87.0
344,235741.75763751,7366.929925782997,37.0,-88.0
345,233940.03002659997,7310.625938320001,37.0,-89.0
346,265698.1241336999,8303.066378530002,37.0,-90.0
347,172959.17753089996,5404.974297535002,37.0,-91.0
348,276644.8147108999,8645.150459789998,37.0,-92.0
349,267304.49583228,8353.265494257003,37.0,-93.0
350,262224.6877644,8194.521492599999,37.0,-94.0
351,270209.735666,8444.05423971,37.0,-95.0
352,315965.2963800001,9873.915512070002,37.0,-96.0
353,269048.927196,8407.77897444,37.0,-97.0
354,279884.39832499996,8746.387447439996,37.0,-98.0
355,339242.0125019999,10601.312890600004,37.0,-99.0
356,302896.26683900005,9465.5083384,38.0,-100.0
357,307890.40916899993,9621.575286600004,38.0,-101.0
358,303039.8666740001,9469.9958336,38.0,-102.0
359,295230.06258800003,9225.939455880001,38.0,-103.0
360,281591.2536568999,8799.726676008997,38.0,-104.0
361,190980.25190197697,5968.132871938999,38.0,-105.0
362,114947.46597609002,3592.108311545999,38.0,-106.0
363,43138.884545541994,1348.0901420999999,38.0,-107.0
364,101111.46798198903,3159.7333741420007,38.0,-108.0
365,242585.85494809996,7580.807967049,38.0,-109.0
366,177529.15587170003,5547.786120764,38.0,-110.0
367,143750.34099301999,4492.198155695,38.0,-111.0
368,103730.13750741704,3241.5667969329998,38.0,-112.0
369,244201.86514884004,7631.308286136999,38.0,-113.0
370,254705.45814670005,7959.545566730002,38.0,-114.0
371,281119.2042797,8784.97513391,38.0,-115.0
372,226317.94684461007,7072.4358391000005,38.0,-116.0
373,208017.45594071998,6500.54549785,38.0,-117.0
374,250339.68733520005,7823.1152287410005,38.0,-118.0
375,94340.199589979,2948.131237118999,38.0,-119.0
376,74261.94272543001,2320.6857101560004,38.0,-120.0
377,258542.51215170004,8079.453504421001,38.0,-121.0
378,144987.66638514702,4530.864574371,38.0,-122.0
379,62086.06032614001,1940.1893853470006,38.0,-123.0
380,26037.578301904,813.6743219489999,38.0,-75.0
381,64111.82114052499,2003.4944106489997,38.0,-76.0
382,190444.37163170002,5951.386613287003,38.0,-77.0
383,265508.5196045,8297.141237731998,38.0,-78.0
384,222046.63304728898,6938.957282601001,38.0,-79.0
385,90626.92342288798,2832.091356738,38.0,-80.0
386,277499.15303800005,8671.848532280002,38.0,-81.0
387,285297.07638299995,8915.533636569999,38.0,-82.0
388,272868.4207862001,8527.138149319999,38.0,-83.0
389,238996.17804204006,7468.630563697999,38.0,-84.0
390,282892.90753800014,8840.40336023,38.0,-85.0
391,244066.24689210998,7627.070215142002,38.0,-86.0
392,240606.8009793999,7518.962529962998,38.0,-87.0
393,251041.6239978,7845.050749669998,38.0,-88.0
394,225522.47661529997,7047.57739393,38.0,-89.0
395,261793.72865050007,8181.05402025,38.0,-90.0
396,220915.9244078,6903.622637493999,38.0,-91.0
397,237051.209688035,7407.850302490002,38.0,-92.0
398,272989.57972900005,8530.924365990002,38.0,-93.0
399,292101.0171509999,9128.156785629997,38.0,-94.0
400,309433.8697369999,9669.808428729999,38.0,-95.0
401,324268.38186200004,10133.38693292,38.0,-96.0
402,288208.5630731,9006.517596209997,38.0,-97.0
403,301611.280559,9425.352517249998,38.0,-98.0
404,275472.05811299995,8608.50181643,38.0,-99.0
405,285903.281142,8934.477535699998,39.0,-100.0
406,303834.313162,9494.822286300001,39.0,-101.0
407,290418.109263,9075.565914100001,39.0,-102.0
408,305919.5399520001,9559.985623400002,39.0,-103.0
409,298676.9398910001,9333.654371300001,39.0,-104.0
410,159850.47707411004,4995.327408541,39.0,-105.0
411,19524.431861669997,610.138495638,39.0,-106.0
412,46002.24314856999,1437.5700983710003,39.0,-107.0
413,178465.92586579997,5577.0601831529975,39.0,-108.0
414,229172.45846040008,7161.639326646004,39.0,-109.0
415,267174.79127730004,8349.212227341,39.0,-110.0
416,217462.57262744,6795.705394168001,39.0,-111.0
417,160809.16419526996,5025.286380923001,39.0,-112.0
418,285506.15155500005,8922.067236189998,39.0,-113.0
419,240374.51612379993,7511.703628354997,39.0,-114.0
420,217018.50212293008,6781.828191179,39.0,-115.0
421,251273.38893819993,7852.293404558,39.0,-116.0
422,136465.85791323998,4264.558059815001,39.0,-117.0
423,279829.8662597999,8744.683320398997,39.0,-118.0
424,244806.58616100004,7650.20581711,39.0,-119.0
425,112339.184765029,3510.5995238170008,39.0,-120.0
426,215040.411519,6720.012859832003,39.0,-121.0
427,266008.68205700006,8312.771313890002,39.0,-122.0
428,221255.14861933005,6914.223394211003,39.0,-123.0
429,40933.928595900004,1279.18526854,39.0,-124.0
430,253.215065,7.912970783,39.0,-74.0
431,67202.40543572299,2100.075169854,39.0,-75.0
432,142823.28528718,4463.227665101,39.0,-76.0
433,118296.40668233999,3696.7627086309994,39.0,-77.0
434,251460.41362330006,7858.137925230004,39.0,-78.0
435,207492.45094353202,6484.139091805001,39.0,-79.0
436,201627.57956024006,6300.8618613610015,39.0,-80.0
437,283263.39490909997,8851.981090621,39.0,-81.0
438,253033.5142367,7907.2973195099985,39.0,-82.0
439,249079.86005296002,7783.745626424998,39.0,-83.0
440,254480.18024799993,7952.505632998999,39.0,-84.0
441,254753.4846595,7961.046395248002,39.0,-85.0
442,263660.2918991,8239.384121800003,39.0,-86.0
443,257895.67706810005,8059.239908220001,39.0,-87.0
444,277200.97526700003,8662.5304771,39.0,-88.0
445,282796.078108,8837.37744074,39.0,-89.0
446,228821.11502954699,7150.659844510001,39.0,-90.0
447,264803.2320861,8275.101002239997,39.0,-91.0
448,261043.20227549993,8157.6000712800005,39.0,-92.0
449,273313.58555200003,8541.049548669997,39.0,-93.0
450,268349.8003780001,8385.931261700005,39.0,-94.0
451,253513.9420967,7922.310690484999,39.0,-95.0
452,303408.50248400006,9481.51570244,39.0,-96.0
453,265593.9049946,8299.809531339999,39.0,-97.0
454,276906.021615,8653.313175430001,39.0,-98.0
455,283037.008565,8844.906516999998,39.0,-99.0
456,302862.5024959999,9464.453203100002,40.0,-100.0
457,291721.47064400004,9116.295957599998,40.0,-101.0
458,287324.7334370001,8978.8979199,40.0,-102.0
459,300785.55795600003,9399.548685899998,40.0,-103.0
460,286399.90884999995,8949.997151099997,40.0,-104.0
461,193497.45192227798,6046.795372341999,40.0,-105.0
462,63206.41763479699,1975.200551206,40.0,-106.0
463,139303.21074246202,4353.22533558,40.0,-107.0
464,245829.1704454999,7682.161576213001,40.0,-108.0
465,265662.2159474,8301.94424801,40.0,-109.0
466,249308.7180998,7790.897440380002,40.0,-110.0
467,150518.434929384,4703.701091478,40.0,-111.0
468,190398.57077573997,5949.955336828998,40.0,-112.0
469,187718.27100309002,5866.195968645,40.0,-113.0
470,239977.82014149998,7499.306879259999,40.0,-114.0
471,256363.63192430002,8011.363497699997,40.0,-115.0
472,281185.08335180004,8787.033854540003,40.0,-116.0
473,287226.702746,8975.83446025,40.0,-117.0
474,261140.67036570003,8160.645949260001,40.0,-118.0
475,271115.685232,8472.365163259998,40.0,-119.0
476,218769.617666395,6836.550551983001,40.0,-120.0
477,75757.821469557,2367.431920867,40.0,-121.0
478,237883.15814867002,7433.848691804001,40.0,-122.0
479,133333.42491149,4166.669528497,40.0,-123.0
480,135698.99376657998,4240.593555365,40.0,-124.0
481,35181.96153844,1099.436298088,40.0,-74.0
482,115869.19482130602,3620.9123381770005,40.0,-75.0
483,209832.96256069996,6557.280079949999,40.0,-76.0
484,232946.24178100002,7279.570055600001,40.0,-77.0
485,257035.72379869997,8032.366368529999,40.0,-78.0
486,253523.05590099993,7922.5954965,40.0,-79.0
487,237203.98476790005,7412.62452381,40.0,-80.0
488,249705.85771779993,7803.308053079,40.0,-81.0
489,258285.40945049998,8071.419045059999,40.0,-82.0
490,242259.69693920994,7570.615529024998,40.0,-83.0
491,262562.7634809999,8205.086358739998,40.0,-84.0
492,275606.76819999993,8612.71150562,40.0,-85.0
493,237126.76928049998,7410.211539793999,40.0,-86.0
494,277607.17837,8675.224323560002,40.0,-87.0
495,283421.14827500004,8856.91088351,40.0,-88.0
496,281895.60276000004,8809.237586280002,40.0,-89.0
497,269343.17298699997,8416.974155820002,40.0,-90.0
498,272151.962275,8504.74882082,40.0,-91.0
499,296386.9790110001,9262.09309419,40.0,-92.0
500,277016.05049399997,8656.75157798,40.0,-93.0
501,281895.9466300001,8809.248331800003,40.0,-94.0
502,275010.2004210001,8594.068762550001,40.0,-95.0
503,284111.5009039999,8878.484403420003,40.0,-96.0
504,271269.5110659999,8477.172220399998,40.0,-97.0
505,280911.6174159999,8778.488044200001,40.0,-98.0
506,279234.441544,8726.076298129998,40.0,-99.0
507,294285.42160900007,9196.419424599997,41.0,-100.0
508,281207.33601200004,8787.72924984,41.0,-101.0
509,286600.842767,8956.2763364,41.0,-102.0
510,278887.22795100004,8715.2258734,41.0,-103.0
511,290991.14072499995,9093.473147199997,41.0,-104.0
512,249519.37625410006,7797.480507800001,41.0,-105.0
513,152851.43708334,4776.60740881,41.0,-106.0
514,158886.10455334,4965.190767294998,41.0,-107.0
515,287095.3302980001,8971.729072000002,41.0,-108.0
516,228388.41877565003,7137.138086546002,41.0,-109.0
517,148050.52415946,4626.578880037,41.0,-110.0
518,145278.33730115002,4539.948040518,41.0,-111.0
519,89091.77027178998,2784.117820865,41.0,-112.0
520,185961.23112848995,5811.288472765998,41.0,-113.0
521,261160.29214,8161.2591293000005,41.0,-114.0
522,258564.71884448096,8080.1474635660015,41.0,-115.0
523,281399.7510050001,8793.742218660002,41.0,-116.0
524,270841.82562400005,8463.807050370002,41.0,-117.0
525,265369.4367699999,8292.794898930002,41.0,-118.0
526,196570.62732575997,6142.832103846999,41.0,-119.0
