,capacity_mw,area_sq_km,latitude,longitude
527,271412.05979669996,8481.626868709998,41.0,-120.0
528,195441.82481587003,6107.557025125998,41.0,-121.0
529,205932.18146539992,6435.380670892,41.0,-122.0
530,72577.92034011999,2268.060010621,41.0,-123.0
531,102110.82605423203,3190.9633141040003,41.0,-124.0
532,6307.901454320001,197.12192041399996,41.0,-71.0
533,34678.20922865,1083.6940383450003,41.0,-72.0
534,54223.51048830599,1694.484702727,41.0,-73.0
535,76490.07538591004,2390.314855685,41.0,-74.0
536,199092.01821549996,6221.625568869999,41.0,-75.0
537,221749.23373999997,6929.663554030001,41.0,-76.0
538,261569.46566800005,8174.045802009999,41.0,-77.0
539,241851.29243200005,7557.852888279998,41.0,-78.0
540,244276.3028817,7633.634464664999,41.0,-79.0
541,238064.31707919991,7439.509908629999,41.0,-80.0
542,211312.9629539,6603.53009177,41.0,-81.0
543,209308.71054287997,6540.897204216,41.0,-82.0
544,257392.05368090005,8043.501677364,41.0,-83.0
545,267612.5967229999,8362.89364729,41.0,-84.0
546,267559.18618079997,8361.224567749,41.0,-85.0
547,272108.292642,8503.38414536,41.0,-86.0
548,268138.92947239993,8379.341545670002,41.0,-87.0
549,256353.32031460002,8011.04125978,41.0,-88.0
550,265502.49002299993,8296.95281326,41.0,-89.0
551,272622.0265339999,8519.438329059998,41.0,-90.0
552,254190.4509730001,7943.451592879999,41.0,-91.0
553,288211.05594000017,9006.595498730003,41.0,-92.0
554,293379.2047509999,9168.100148430001,41.0,-93.0
555,281691.82359,8802.8694872,41.0,-94.0
556,286547.30126,8954.6031645,41.0,-95.0
557,243873.05522575008,7621.032975529999,41.0,-96.0
558,239523.763381,7485.117605500001,41.0,-97.0
559,271871.72885,8495.991526380005,41.0,-98.0
560,293862.0017029999,9183.187552899999,41.0,-99.0
561,248712.37705493998,7772.261782642,42.0,-100.0
562,272250.97502699995,8507.842969169998,42.0,-101.0
563,279120.00410799985,8722.500127959998,42.0,-102.0
564,274726.02279899997,8585.188212519999,42.0,-103.0
565,288519.490774,9016.234086699998,42.0,-104.0
566,259999.88108300007,8124.996283649999,42.0,-105.0
567,244448.68492968002,7639.0214043999995,42.0,-106.0
568,267431.82611100015,8357.244566039999,42.0,-107.0
569,281040.1174585001,8782.503670572003,42.0,-108.0
570,256358.43261329996,8011.20101889,42.0,-109.0
571,266636.043255,8332.376351769999,42.0,-110.0
572,199966.24413047,6248.945129130001,42.0,-111.0
573,176064.83593359002,5502.026122711001,42.0,-112.0
574,251460.7468583,7858.148339000001,42.0,-113.0
575,237374.90339880003,7417.965730731002,42.0,-114.0
576,266565.9667453001,8330.186460590001,42.0,-115.0
577,251827.90710559994,7869.622096985998,42.0,-116.0
578,239931.94218410004,7497.873193370001,42.0,-117.0
579,271019.6346758501,8469.363583529,42.0,-118.0
580,207324.4386623,6478.888708079998,42.0,-119.0
581,199312.35037892,6228.510949108001,42.0,-120.0
582,177830.98846807997,5557.218389699,42.0,-121.0
583,223874.67621761,6996.083631965,42.0,-122.0
584,162066.37744926996,5064.574294892,42.0,-123.0
585,54702.073301649994,1709.439790697,42.0,-124.0
586,11151.62377044,348.488242808,42.0,-70.0
587,68992.19853549,2156.0062042560003,42.0,-71.0
588,202899.9230149,6340.62259398,42.0,-72.0
589,191338.8743436,5979.339823377999,42.0,-73.0
590,198664.85753689994,6208.276797962,42.0,-74.0
591,236029.51252237,7375.922265890002,42.0,-75.0
592,262646.30320799997,8207.696975059998,42.0,-76.0
593,256744.58688599998,8023.268339900001,42.0,-77.0
594,262979.21953899995,8218.100610150002,42.0,-78.0
595,179535.10478126502,5610.472024232,42.0,-79.0
596,160494.2167562,5015.444273224,42.0,-80.0
597,73408.57317775699,2294.0179118749998,42.0,-81.0
598,163.65629081,5.114259088,42.0,-82.0
599,37545.9237027,1173.31011562,42.0,-83.0
600,204856.81190276,6401.775371689,42.0,-84.0
601,217815.37862999996,6806.730582020002,42.0,-85.0
602,194635.62425780005,6082.3632578,42.0,-86.0
603,41442.259704309996,1295.0706156380002,42.0,-87.0
604,63849.71782238001,1995.3036819650006,42.0,-88.0
605,240422.90286730006,7513.215714460001,42.0,-89.0
606,274928.1178652,8591.503683129999,42.0,-90.0
607,266400.3011160001,8325.009409870001,42.0,-91.0
608,242570.83315000005,7580.338536079999,42.0,-92.0
609,275452.4829429999,8607.89009198,42.0,-93.0
610,288592.6863040002,9018.521446551,42.0,-94.0
611,298401.4700199999,9325.045938099998,42.0,-95.0
612,237685.11109199995,7427.659721530001,42.0,-96.0
613,296793.556742,9274.79864802,42.0,-97.0
614,313455.998141,9795.4999418,42.0,-98.0
615,287650.8974069999,8989.090544299996,42.0,-99.0
616,272072.815149,8502.27547343,43.0,-100.0
617,267898.5355986,8371.829237661,43.0,-101.0
618,263639.64822399995,8238.739006720001,43.0,-102.0
619,270645.60483090003,8457.6751508,43.0,-103.0
620,264629.2666747999,8269.664583270001,43.0,-104.0
621,269213.71410499996,8412.928565320002,43.0,-105.0
622,257997.03217439997,8062.407255359998,43.0,-106.0
623,284550.31080299994,8892.1972125,43.0,-107.0
624,271771.6272809999,8492.86335225,43.0,-108.0
625,156712.607583234,4897.268987115001,43.0,-109.0
626,128008.51032527,4000.265947389,43.0,-110.0
627,49046.038352772,1532.688698507,43.0,-111.0
628,250125.24018500003,7816.413755380003,43.0,-112.0
629,220726.12072139006,6897.691272720998,43.0,-113.0
630,237172.14002665097,7411.629375476001,43.0,-114.0
631,244006.4913212,7625.202853410001,43.0,-115.0
632,253391.66174899996,7918.489429639998,43.0,-116.0
633,265325.515399,8291.422356370003,43.0,-117.0
634,276174.296723,8630.446772299998,43.0,-118.0
635,222175.09478070005,6942.971711800001,43.0,-119.0
636,238808.07908079986,7462.7524706799995,43.0,-120.0
637,152632.22180958404,4769.756931505,43.0,-121.0
638,116326.51722687001,3635.203663269,43.0,-122.0
639,194648.14636359995,6082.754573571001,43.0,-123.0
640,188561.34199620006,5892.5419372649985,43.0,-124.0
641,1329.942291,41.56069658,43.0,-125.0
642,3102.3051097999996,96.947034691,43.0,-70.0
643,135237.052586282,4226.1578933440005,43.0,-71.0
644,229131.03217999995,7160.344755600001,43.0,-72.0
645,215254.72284439995,6726.710088640002,43.0,-73.0
646,146823.06100115998,4588.220656266,43.0,-74.0
647,206968.58088519008,6467.768152671,43.0,-75.0
648,226061.29307110002,7064.415408369999,43.0,-76.0
649,176327.02523499998,5510.21953838,43.0,-77.0
650,191293.77565300002,5977.930488788998,43.0,-78.0
651,71813.614674123,2244.175458345001,43.0,-79.0
652,4248.74400579,132.77325018099998,43.0,-82.0
653,176216.04404117411,5506.751376268001,43.0,-83.0
654,201407.5547723,6293.986086439999,43.0,-84.0
655,223182.2670083999,6974.445843800002,43.0,-85.0
656,141222.88092077998,4413.215028531003,43.0,-86.0
657,678.1760438,21.19300137,43.0,-87.0
658,111314.61325888999,3478.581664302,43.0,-88.0
659,227909.46383840003,7122.17074483,43.0,-89.0
660,257385.31219899992,8043.291005879998,43.0,-90.0
661,263192.95676599996,8224.779898899998,43.0,-91.0
662,275525.038944,8610.1574672,43.0,-92.0
663,247920.15591900007,7747.50487262,43.0,-93.0
664,269913.20454,8434.7876421,43.0,-94.0
665,293399.176561,9168.724267729996,43.0,-95.0
666,264478.246543,8264.94520431,43.0,-96.0
667,288705.91657899995,9022.05989294,43.0,-97.0
668,275612.792826,8612.89977603,43.0,-98.0
669,240849.288514,7526.540265369999,43.0,-99.0
670,280360.9822,8761.280693440001,44.0,-100.0
671,272471.022036,8514.71943825,44.0,-101.0
672,262139.49114240002,8191.8590980399995,44.0,-102.0
673,225390.0364934,7043.43864048,44.0,-103.0
674,125714.42863651994,3928.575894638999,44.0,-104.0
675,271427.609393,8482.112793430002,44.0,-105.0
676,279581.232915,8736.9135286,44.0,-106.0
677,221238.03324749996,6913.688538509998,44.0,-107.0
678,267203.61506800004,8350.112970700002,44.0,-108.0
679,207062.70575752007,6470.709554954003,44.0,-109.0
680,34931.347318701,1091.604603762,44.0,-110.0
681,48481.317234979986,1515.0411636479996,44.0,-111.0
682,227575.16921369993,7111.724037653,44.0,-112.0
683,186134.58849507003,5816.705890179,44.0,-113.0
684,103519.18657176002,3234.9745802780003,44.0,-114.0
685,420.46907244100004,13.139658508,44.0,-115.0
686,98278.01553983001,3071.18798555,44.0,-116.0
687,254864.65143400006,7964.520357329999,44.0,-117.0
688,237861.58446400007,7433.1745145099985,44.0,-118.0
689,120934.49301143998,3779.202906684999,44.0,-119.0
690,187272.39475107004,5852.262335517998,44.0,-120.0
691,166717.60514565997,5209.9251607589995,44.0,-121.0
692,23017.081156959997,719.2837861480001,44.0,-122.0
693,226913.95704255006,7091.061157719,44.0,-123.0
694,87084.32258086003,2721.385080566999,44.0,-124.0
695,8893.7453729,277.929542889,44.0,-68.0
696,65094.11666399999,2034.1911458060003,44.0,-69.0
697,153817.1943543,4806.787323461998,44.0,-70.0
698,179200.31975199995,5600.0099923530015,44.0,-71.0
699,222545.13286815002,6954.535401934002,44.0,-72.0
700,184284.77841093,5758.899325109,44.0,-73.0
701,66803.965581777,2087.623924341,44.0,-75.0
702,137536.71191616,4298.022247167,44.0,-76.0
703,102289.4644158,3196.545763,44.0,-83.0
704,130330.29555470003,4072.821735939999,44.0,-84.0
705,187126.8601533,5847.714379719999,44.0,-85.0
706,92355.21965165998,2886.100613946,44.0,-86.0
707,364.385947479,11.387060856,44.0,-87.0
708,161713.666851365,5053.552088896,44.0,-88.0
709,202685.472034,6333.92100069,44.0,-89.0
710,183952.43162736006,5748.51348815,44.0,-90.0
711,231221.10182209994,7225.65943155,44.0,-91.0
712,154030.77955659904,4813.461860759001,44.0,-92.0
713,262979.9834679999,8218.124483,44.0,-93.0
714,224475.73006700003,7014.866564549999,44.0,-94.0
715,273833.4255800001,8557.294549370004,44.0,-95.0
716,238257.75096899996,7445.554717699998,44.0,-96.0
717,266020.75536099996,8313.148604820004,44.0,-97.0
718,245569.79157800003,7674.055986599999,44.0,-98.0
719,267189.7549569999,8349.679842170004,44.0,-99.0
720,254243.90742900007,7945.1221073,45.0,-100.0
721,251939.716629,7873.11614453,45.0,-101.0
722,288514.95072900015,9016.092209900002,45.0,-102.0
723,263508.62237399997,8234.644448899999,45.0,-103.0
724,266792.9619626,8337.280061340001,45.0,-104.0
725,260574.6324927301,8142.957265509996,45.0,-105.0
726,231498.27043820004,7234.3209507719985,45.0,-106.0
727,224306.59102349996,7009.580969506002,45.0,-107.0
728,185089.81276960004,5784.056649245001,45.0,-108.0
729,214152.60896610003,6692.269030058999,45.0,-109.0
730,21056.915617050003,658.0286129460001,45.0,-110.0
731,17410.303188641003,544.0719746359999,45.0,-111.0
732,176495.39357529997,5515.48104887,45.0,-112.0
733,194700.47716000007,6084.389910999998,45.0,-113.0
734,78796.15398552,2462.3798118520003,45.0,-114.0
735,3134.04675555,97.93896111700002,45.0,-115.0
736,93264.89782476997,2914.52805705,45.0,-116.0
737,120445.77153076997,3763.9303603299995,45.0,-117.0
738,138763.39075466298,4336.355961099998,45.0,-118.0
739,140881.23927746204,4402.538727332998,45.0,-119.0
740,248648.93173100002,7770.279116692,45.0,-120.0
741,262005.877465,8187.6836708,45.0,-121.0
742,100771.57867232998,3149.1118336299996,45.0,-122.0
743,225276.07705802005,7039.87740796,45.0,-123.0
744,96316.52945719998,3009.8915454890002,45.0,-124.0
745,39144.0259086,1223.250809599,45.0,-67.0
746,207637.90553209995,6488.684547564,45.0,-68.0
747,202879.77799599996,6339.993062559999,45.0,-69.0
748,238762.89861700003,7461.340581390001,45.0,-70.0
749,189643.5411475,5926.360660917,45.0,-71.0
750,123337.75819024,3854.3049433740002,45.0,-72.0
751,91508.07399773001,2859.6273124480003,45.0,-73.0
752,57261.53323662,1789.4229134050006,45.0,-74.0
753,66472.49538396999,2077.2654806100004,45.0,-75.0
754,7186.120331900001,224.56626036899996,45.0,-76.0
755,15953.415074473,498.544221118,45.0,-83.0
756,131219.906955776,4100.6220921429995,45.0,-84.0
757,178771.17771418006,5586.599303459,45.0,-85.0
758,64286.59660902999,2008.956143999,45.0,-86.0
759,21742.312740750003,679.4472730880001,45.0,-87.0
760,138139.7942847,4316.868571161001,45.0,-88.0
761,153994.576451442,4812.330513864999,45.0,-89.0
762,203079.45608673102,6346.233002468,45.0,-90.0
763,188570.57726532,5892.830539440001,45.0,-91.0
764,256382.94542599993,8011.967044400001,45.0,-92.0
765,159263.88398515002,4976.996374397002,45.0,-93.0
766,195908.6580067,6122.145562649999,45.0,-94.0
767,260706.50356599994,8147.078236019999,45.0,-95.0
768,219553.44422699997,6861.045132099999,45.0,-96.0
769,256825.14480699998,8025.78577505,45.0,-97.0
770,228113.30464599998,7128.540769800003,45.0,-98.0
771,283903.972321,8871.999134800002,45.0,-99.0
772,257071.24103099995,8033.47628198,46.0,-100.0
773,261361.83685099997,8167.5574017300005,46.0,-101.0
774,264658.2336050001,8270.569800039999,46.0,-102.0
775,270274.6480530001,8446.082751699998,46.0,-103.0
776,259140.20934800006,8098.13154191,46.0,-104.0
777,258768.05687000006,8086.501776999999,46.0,-105.0
778,253396.72475810003,7918.647648679998,46.0,-106.0
779,265351.41135300003,8292.2316049,46.0,-107.0
780,258785.06206499995,8087.033189569997,46.0,-108.0
781,254256.40534870003,7945.512666960001,46.0,-109.0
782,221417.97015670998,6919.311567416001,46.0,-110.0
783,208274.4938001,6508.577931,46.0,-111.0
784,162480.00482363996,5077.500150467,46.0,-112.0
785,139384.24574532994,4355.757679406,46.0,-113.0
786,97507.07900295002,3047.096218703,46.0,-114.0
787,20562.395299371,642.5748530909999,46.0,-115.0
788,181073.76956000002,5658.555298490002,46.0,-116.0
789,168735.58591360002,5272.987059774001,46.0,-117.0
790,186508.11255408995,5828.378517326999,46.0,-118.0
791,252181.75576060003,7880.6798672,46.0,-119.0
792,256649.25153399992,8020.289110200001,46.0,-120.0
793,246570.43146530003,7705.325982849998,46.0,-121.0
794,97137.43417963797,3035.544818023999,46.0,-122.0
795,214325.80547790002,6697.6814210620005,46.0,-123.0
796,97319.86937146999,3041.2459178070008,46.0,-124.0
797,970.3410978,30.323159310999998,46.0,-67.0
798,145645.56881173002,4551.424025022001,46.0,-68.0
799,197537.60733147,6173.050228833999,46.0,-69.0
800,175259.93965100002,5476.873113577,46.0,-70.0
801,5602.610405,175.08157511000002,46.0,-71.0
802,36458.96777670001,1139.3427429490005,46.0,-84.0
803,42737.263837751,1335.539494874,46.0,-85.0
804,48099.665614328005,1503.1145504699996,46.0,-86.0
805,58724.16794579998,1835.1302483260001,46.0,-87.0
806,150785.56322929994,4712.04885084,46.0,-88.0
807,44227.76260236999,1382.1175813050002,46.0,-89.0
808,88755.709446396,2773.6159202079994,46.0,-90.0
809,126229.879102,3944.68372174,46.0,-91.0
810,178927.79145887,5591.493482792001,46.0,-92.0
811,153470.9357598,4795.966742375999,46.0,-93.0
812,195890.2268337851,6121.569588723002,46.0,-94.0
813,205530.404785,6422.825149769999,46.0,-95.0
814,211477.70284199994,6608.678213909998,46.0,-96.0
815,273581.7385819999,8549.429330710002,46.0,-97.0
816,245128.456498,7660.264265400003,46.0,-98.0
817,237012.792615,7406.649769199999,46.0,-99.0
818,214611.49032799999,6706.609072630001,47.0,-100.0
819,251210.91279899998,7850.341024439998,47.0,-101.0
820,261023.01157299997,8156.969111659997,47.0,-102.0
821,242264.31029300002,7570.759696370001,47.0,-103.0
822,253169.94133399997,7911.56066684,47.0,-104.0
823,263705.562988,8240.79884298,47.0,-105.0
824,265514.006956,8297.3127172,47.0,-106.0
825,268432.460241,8388.514382400002,47.0,-107.0
826,262792.0377428,8212.251179219998,47.0,-108.0
827,240675.19419100002,7521.099818569999,47.0,-109.0
828,222458.46558989995,6951.8270495800025,47.0,-110.0
829,161613.0998662,5050.409370729002,47.0,-111.0
830,197013.83931259994,6156.682478439997,47.0,-112.0
831,136661.01956800002,4270.656861322001,47.0,-113.0
832,100512.08440518905,3141.00263763,47.0,-114.0
833,22610.120016509998,706.5662505629999,47.0,-115.0
834,144647.91292539999,4520.247278635001,47.0,-116.0
835,235745.2273164,7367.038353860004,47.0,-117.0
836,257741.39326,8054.418539569999,47.0,-118.0
837,246810.57944500004,7712.830607819999,47.0,-119.0
838,196997.97165300004,6156.186613941001,47.0,-120.0
839,104115.36009318999,3253.6050030300007,47.0,-121.0
840,100194.65364362998,3131.082926359,47.0,-122.0
841,181930.36757512004,5685.323986496,47.0,-123.0
842,124706.15666620298,3897.0673957269996,47.0,-124.0
843,107943.75352649999,3373.242297810001,47.0,-68.0
844,194583.73863079998,6080.741832182998,47.0,-69.0
845,52245.201963700005,1632.6625611800002,47.0,-70.0
846,12511.949534836998,390.99842294700005,47.0,-85.0
847,19547.0000514,610.84375158,47.0,-86.0
848,3685.7046369090003,115.178269892,47.0,-87.0
849,93562.27245262999,2923.8210140019996,47.0,-88.0
850,87817.10310218,2744.2844719360005,47.0,-89.0
851,5188.92220256,162.153818832,47.0,-90.0
852,72776.741909631,2274.273184633,47.0,-91.0
853,91959.47078276597,2873.7334618630007,47.0,-92.0
854,85180.83632178996,2661.9011349479993,47.0,-93.0
855,103987.65968261997,3249.6143650559993,47.0,-94.0
856,155606.97596889996,4862.71799877,47.0,-95.0
857,212947.40404900003,6654.606376370001,47.0,-96.0
858,237100.13162300002,7409.379112949999,47.0,-97.0
859,265582.43525499996,8299.451101699999,47.0,-98.0
860,218923.40661400007,6841.35645658,47.0,-99.0
861,233444.14903799997,7295.12965738,48.0,-100.0
862,228103.2913967,7128.227855990001,48.0,-101.0
863,221776.58339499997,6930.51823092,48.0,-102.0
864,239346.71927199996,7479.58497699,48.0,-103.0
865,233761.52728799998,7305.047727410002,48.0,-104.0
866,255361.70945100003,7980.05342057,48.0,-105.0
867,232210.1134054,7256.566043940003,48.0,-106.0
868,201513.72706804995,6297.303970848999,48.0,-107.0
869,219706.98657456998,6865.843330659999,48.0,-108.0
870,197989.71798363986,6187.178686739001,48.0,-109.0
871,244797.37836,7649.918073729999,48.0,-110.0
872,250224.64894899997,7819.5202795299965,48.0,-111.0
873,249773.17849099994,7805.411827520001,48.0,-112.0
874,79988.6273734,2499.6446053720006,48.0,-113.0
875,86832.54062062003,2713.516894317,48.0,-114.0
876,139325.96810536005,4353.936503063,48.0,-115.0
877,57715.512508470005,1803.6097657880002,48.0,-116.0
878,170042.01557180006,5313.812986312,48.0,-117.0
879,218403.90949,6825.122171407,48.0,-118.0
880,253423.10886399992,7919.47215233,48.0,-119.0
881,159270.61752731,4977.206797341999,48.0,-120.0
882,13272.703705189999,414.771990852,48.0,-121.0
883,101054.78903353996,3157.9621573209993,48.0,-122.0
884,51576.40611509001,1611.7626910239999,48.0,-123.0
885,70789.29311696999,2212.165410014,48.0,-124.0
886,19111.103645,597.221988901,48.0,-125.0
887,15985.273336893,499.539791737,48.0,-90.0
888,37975.993473769995,1186.7497960070002,48.0,-91.0
889,52867.7771146,1652.1180348319997,48.0,-92.0
890,44391.11283216001,1387.222275949,48.0,-93.0
891,22601.871604149997,706.3084876439999,48.0,-94.0
892,49772.06601574601,1555.3770629370003,48.0,-95.0
893,166882.9124709,5215.091014927999,48.0,-96.0
894,237616.27400200008,7425.50856229,48.0,-97.0
895,220613.39972299992,6894.168741089998,48.0,-98.0
896,214613.20778280008,6706.66274315,48.0,-99.0
897,113186.94443599999,3537.0920137099993,49.0,-100.0
898,106274.70008800003,3321.08437775,49.0,-101.0
899,116624.57736519996,3644.5180426230004,49.0,-102.0
900,114096.26904099998,3565.50840726,49.0,-103.0
901,117033.80273460002,3657.30633526,49.0,-104.0
902,125175.212115,3911.7253786899996,49.0,-105.0
903,131162.35344089998,4098.823544995999,49.0,-106.0
904,110639.02421006998,3457.4695064300004,49.0,-107.0
905,121564.46302950001,3798.88946959,49.0,-108.0
906,121895.06280797004,3809.2207126299995,49.0,-109.0
907,120852.89103659998,3776.6528446199995,49.0,-110.0
908,124839.8199429,3901.2443731310004,49.0,-111.0
909,121700.34380409998,3803.1357438180003,49.0,-112.0
910,115159.698267,3598.7405709940003,49.0,-113.0
911,2841.69508509,88.802971413,49.0,-114.0
912,71388.76523573001,2230.898913517,49.0,-115.0
913,57419.83993998999,1794.369998134,49.0,-116.0
914,13216.843859870001,413.026370645,49.0,-117.0
915,53400.837624149994,1668.776175801,49.0,-118.0
916,94654.23050764999,2957.9447031179993,49.0,-119.0
917,32072.99813941,1002.281191901,49.0,-120.0
918,43599.160935399996,1362.47377912,49.0,-122.0
919,9701.008283753,303.156508864,49.0,-123.0
920,1518.44026003,47.451258128,49.0,-93.0
921,2302.85975017,71.96436718300001,49.0,-94.0
922,14796.471049450001,462.38972028,49.0,-95.0
923,64316.3351429,2009.88547308,49.0,-96.0
924,107416.91131740001,3356.7784786470006,49.0,-97.0
925,120982.3534134,3780.6985443549997,49.0,-98.0
926,119776.46953670001,3743.014672850001,49.0,-99.0
